runID,location,customer_type,demand_charge,export_price,export_price_type,battery_size_kWh,battery_power_kW,min_soc,max_soc,one_way_efficiency,start_soc,n_horizon,n_control,old_energy_charge,new_energy_charge,energy_charge_savings,old_demand_charge,new_demand_charge,demand_charge_savings,retail_profits,battery_charge_cost,battery_discharge_revenues,battery_retail_profits,battery_export_revenue,total_profits,irr,npv,$/kW,$/kWh
173,CA_San.Francisco.Intl,Office,10,0.12,Low flat,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4938,780.341572,-134927.6761,-128976.3181,5951.357937,6731.699509,-3991.315457,4771.657029,780.341572,0,6731.699509,0.13858,15285.245,,
174,CA_San.Francisco.Intl,Office,10,0.12,Low flat,200,100,0,1,0.92,0.5,24,12,-513932.8354,-512677.3799,1255.455445,-134927.6761,-125714.1435,9213.532594,10468.98804,-7927.362175,9182.81762,1255.455445,0,10468.98804,0.09134,11679.848,,
175,CA_San.Francisco.Intl,Office,10,0.12,Low flat,300,150,0,1,0.92,0.5,24,12,-513932.8354,-512268.0476,1664.787744,-134927.6761,-123712.2117,11215.46437,12880.25212,-11915.51974,13580.30748,1664.787744,0,12880.25212,0.05946,-290.952,,
176,CA_San.Francisco.Intl,Office,10,0.12,Low flat,400,200,0,1,0.92,0.5,24,12,-513932.8354,-511970.6252,1962.210181,-134927.6761,-122256.2549,12671.42114,14633.63132,-15947.55098,17909.76116,1962.210181,-9.98E-15,14633.63132,0.03652,-16412.107,,
177,CA_San.Francisco.Intl,Office,10,0.12,Low flat,500,250,0,1,0.92,0.5,24,12,-513932.8354,-511865.7536,2067.081739,-134927.6761,-120914.3654,14013.31069,16080.39243,-20232.71631,22299.79805,2067.081739,113.2319214,16193.62435,0.02018,-33952.499,,
178,CA_San.Francisco.Intl,Office,10,0.12,Low flat,600,300,0,1,0.92,0.5,24,12,-513932.8354,-511779.1393,2153.696093,-134927.6761,-119640.9822,15286.69388,17440.38998,-24373.64689,26527.34298,2153.696093,183.3887214,17623.7787,0.00741,-52621.843,,
179,CA_San.Francisco.Intl,Office,10,0.12,Low flat,700,350,0,1,0.92,0.5,24,12,-513932.8354,-511713.0803,2219.755091,-134927.6761,-118426.6226,16501.05344,18720.80853,-28492.84465,30712.59974,2219.755091,253.5455214,18974.35405,-0.00304,-72137.669,,
180,CA_San.Francisco.Intl,Office,10,0.12,Low flat,800,400,0,1,0.92,0.5,24,12,-513932.8354,-511667.848,2264.987372,-134927.6761,-117243.4217,17684.25439,19949.24176,-32626.44511,34891.43248,2264.987372,323.7023214,20272.94408,-0.01185,-92316.165,,
181,CA_San.Francisco.Intl,Office,10,0.12,Low flat,900,450,0,1,0.92,0.5,24,12,-513932.8354,-511645.4269,2287.408497,-134927.6761,-116071.3398,18856.33627,21143.74477,-36763.64613,39051.05463,2287.408497,393.8591214,21537.60389,-0.0194,-113039.042,,
182,CA_San.Francisco.Intl,Office,10,0.12,Low flat,1000,500,0,1,0.92,0.5,24,12,-513932.8354,-511645.6877,2287.147686,-134927.6761,-114922.0689,20005.60715,22292.75484,-40913.95648,43201.10416,2287.147686,464.0160003,22756.77084,-0.0261,-134419.456,,
183,CA_San.Francisco.Intl,Office,10,0.12,Low flat,1200,600,0,1,0.92,0.5,24,12,-513932.8354,-511697.6074,2235.227981,-134927.6761,-112635.9668,22291.70929,24526.93727,-49236.71072,51471.9387,2235.227981,625.2532191,25152.19049,-0.03715,-178309.824,,
184,CA_San.Francisco.Intl,Office,10,0.12,Low flat,1500,750,0,1,0.92,0.5,24,12,-513932.8354,-512070.9923,1861.843092,-134927.6761,-109242.7986,25684.87748,27546.72057,-61123.8958,62985.73889,1861.843092,897.1219871,28443.84256,-0.05027,-246815.334,,
185,CA_San.Francisco.Intl,Office,10,0.12,Low flat,2000,1000,0,1,0.92,0.5,24,12,-513932.8354,-513236.249,696.586333,-134927.6761,-103765.666,31162.01006,31858.59639,-78193.80441,78890.39074,696.586333,946.5652739,32805.16167,-0.06855,-369973.142,,
186,CA_San.Francisco.Intl,Office,10,0.10531,Retail,100,25,0,1,0.92,0.5,24,12,-513932.8354,-513011.8986,920.9367821,-134927.6761,-131927.6761,3000,3920.936782,-3854.921047,4775.857829,920.9367821,0,3920.936782,0.04617,-2446.828,,
187,CA_San.Francisco.Intl,Office,10,0.10531,Retail,200,50,0,1,0.92,0.5,24,12,-513932.8354,-512291.5722,1641.263154,-134927.6761,-128927.6761,6000,7641.263154,-7851.285651,9492.548806,1641.263154,0,7641.263154,0.04251,-6159.233,,
188,CA_San.Francisco.Intl,Office,10,0.10531,Retail,300,75,0,1,0.92,0.5,24,12,-513932.8354,-511984.1428,1948.692609,-134927.6761,-125972.3273,8955.348796,10904.04141,-11881.81947,13830.51208,1948.692609,0,10904.04141,0.03563,-12760.215,,
189,CA_San.Francisco.Intl,Office,10,0.10531,Retail,400,100,0,1,0.92,0.5,24,12,-513932.8354,-511898.7547,2034.080682,-134927.6761,-123554.0516,11373.6245,13407.70518,-15943.3505,17977.43118,2034.080682,0,13407.70518,0.02473,-24235,,
190,CA_San.Francisco.Intl,Office,10,0.10531,Retail,500,125,0,1,0.92,0.5,24,12,-513932.8354,-511772.1723,2160.663028,-134927.6761,-121712.048,13215.62807,15376.2911,-20022.20689,22182.86992,2160.663028,0,15376.2911,0.01339,-39286.499,,
191,CA_San.Francisco.Intl,Office,10,0.10531,Retail,600,150,0,1,0.92,0.5,24,12,-513932.8354,-511631.5753,2301.260044,-134927.6761,-120066.5988,14861.07721,17162.33725,-24105.22507,26406.48511,2301.260044,0,17162.33725,0.00395,-55719.08,,
192,CA_San.Francisco.Intl,Office,10,0.10531,Retail,700,175,0,1,0.92,0.5,24,12,-513932.8354,-511512.7143,2420.121104,-134927.6761,-118607.3147,16320.36135,18740.48245,-28187.56603,30607.68713,2420.121104,0,18740.48245,-0.00466,-73753.873,,
193,CA_San.Francisco.Intl,Office,10,0.10531,Retail,800,200,0,1,0.92,0.5,24,12,-513932.8354,-511434.9163,2497.919058,-134927.6761,-117266.1747,17661.50138,20159.42044,-32270.68351,34768.60257,2497.919058,0,20159.42044,-0.01259,-93127.973,,
194,CA_San.Francisco.Intl,Office,10,0.10531,Retail,900,225,0,1,0.92,0.5,24,12,-513932.8354,-511373.3154,2559.51993,-134927.6761,-116071.3398,18856.33627,21415.8562,-36363.77328,38923.29321,2559.51993,0,21415.8562,-0.02015,-113944.901,,
195,CA_San.Francisco.Intl,Office,10,0.10531,Retail,1000,250,0,1,0.92,0.5,24,12,-513932.8354,-511324.321,2608.514406,-134927.6761,-114922.0689,20005.60715,22614.12156,-40459.09118,43067.60559,2608.514406,3.829671578,22617.95123,-0.02692,-135475.456,,
196,CA_San.Francisco.Intl,Office,10,0.10531,Retail,1200,300,0,1,0.92,0.5,24,12,-513932.8354,-511518.8223,2414.013038,-134927.6761,-112635.9668,22291.70929,24705.72233,-48671.45335,51085.46639,2414.013038,231.7955214,24937.51785,-0.03829,-180024.117,,
197,CA_San.Francisco.Intl,Office,10,0.10531,Retail,1500,375,0,1,0.92,0.5,24,12,-513932.8354,-512934.4519,998.3834511,-134927.6761,-109242.7986,25684.87748,26683.26093,-61055.33586,62053.71931,998.3834511,1547.05873,28230.31966,-0.05124,-248520.445,,
198,CA_San.Francisco.Intl,Office,10,0.10531,Retail,2000,500,0,1,0.92,0.5,24,12,-513932.8354,-520672.2964,-6739.461016,-134927.6761,-103765.666,31162.01006,24422.54904,-81490.1442,74750.68319,-6739.461016,8832.959872,33255.50892,-0.06686,-366376.844,,
199,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,100,25,0,1,0.92,0.5,24,12,-513932.8354,-513011.8986,920.9367821,-134927.6761,-131927.6761,3000,3920.936782,-3854.921047,4775.857829,920.9367821,0,3920.936782,0.04617,-2446.828,,
200,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,200,50,0,1,0.92,0.5,24,12,-513932.8354,-512291.5722,1641.263154,-134927.6761,-128927.6761,6000,7641.263154,-7851.285651,9492.548806,1641.263154,0,7641.263154,0.04251,-6159.233,,
201,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,300,75,0,1,0.92,0.5,24,12,-513932.8354,-511984.1428,1948.692609,-134927.6761,-125972.3273,8955.348796,10904.04141,-11881.81947,13830.51208,1948.692609,0,10904.04141,0.03563,-12760.215,,
202,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,400,100,0,1,0.92,0.5,24,12,-513932.8354,-511898.7547,2034.080682,-134927.6761,-123554.0516,11373.6245,13407.70518,-15943.3505,17977.43118,2034.080682,0,13407.70518,0.02473,-24235,,
203,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,500,125,0,1,0.92,0.5,24,12,-513932.8354,-511772.1723,2160.663028,-134927.6761,-121712.048,13215.62807,15376.2911,-20022.20689,22182.86992,2160.663028,0,15376.2911,0.01339,-39286.499,,
204,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,600,150,0,1,0.92,0.5,24,12,-513932.8354,-511631.5753,2301.260044,-134927.6761,-120066.5988,14861.07721,17162.33725,-24105.22507,26406.48511,2301.260044,0,17162.33725,0.00395,-55719.08,,
205,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,700,175,0,1,0.92,0.5,24,12,-513932.8354,-511512.7143,2420.121104,-134927.6761,-118607.3147,16320.36135,18740.48245,-28187.56603,30607.68713,2420.121104,0,18740.48245,-0.00466,-73753.873,,
206,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,800,200,0,1,0.92,0.5,24,12,-513932.8354,-511434.9163,2497.919058,-134927.6761,-117266.1747,17661.50138,20159.42044,-32270.68351,34768.60257,2497.919058,0,20159.42044,-0.01259,-93127.973,,
207,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,900,225,0,1,0.92,0.5,24,12,-513932.8354,-511373.3154,2559.51993,-134927.6761,-116071.3398,18856.33627,21415.8562,-36363.77328,38923.29321,2559.51993,0,21415.8562,-0.02015,-113944.901,,
208,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,1000,250,0,1,0.92,0.5,24,12,-513932.8354,-511328.2149,2604.620508,-134927.6761,-114922.0689,20005.60715,22610.22766,-40463.92001,43068.54051,2604.620508,4.296302159,22614.52396,-0.02694,-135502.146,,
209,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,1200,300,0,1,0.92,0.5,24,12,-513932.8354,-511298.1259,2634.709419,-134927.6761,-112635.9668,22291.70929,24926.41871,-48672.1064,51306.81582,2634.709419,15.52610016,24941.94481,-0.03826,-179988.765,,
210,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,1500,375,0,1,0.92,0.5,24,12,-513932.8354,-511506.6171,2426.218307,-134927.6761,-109242.7986,25684.87748,28111.09578,-60414.65301,62840.87132,2426.218307,32.92358088,28144.01937,-0.05163,-249209.606,,
211,CA_San.Francisco.Intl,Office,10,0.032141,LMPs,2000,500,0,1,0.92,0.5,24,12,-513932.8354,-512576.6674,1356.167949,-134927.6761,-103765.666,31162.01006,32518.17801,-77676.33707,79032.50502,1356.167949,103.2833321,32621.46134,-0.06924,-371440.102,,
212,CA_San.Francisco.Intl,Office,10,0.12,Low flat,100,25,0,1,0.92,0.5,24,12,-513932.8354,-513011.8986,920.9367821,-134927.6761,-131927.6761,3000,3920.936782,-3854.921047,4775.857829,920.9367821,0,3920.936782,0.04617,-2446.828,,
213,CA_San.Francisco.Intl,Office,10,0.12,Low flat,200,50,0,1,0.92,0.5,24,12,-513932.8354,-512291.5722,1641.263154,-134927.6761,-128927.6761,6000,7641.263154,-7851.285651,9492.548806,1641.263154,0,7641.263154,0.04251,-6159.233,,
214,CA_San.Francisco.Intl,Office,10,0.12,Low flat,300,75,0,1,0.92,0.5,24,12,-513932.8354,-511984.1428,1948.692609,-134927.6761,-125972.3273,8955.348796,10904.04141,-11881.81947,13830.51208,1948.692609,0,10904.04141,0.03563,-12760.215,,
215,CA_San.Francisco.Intl,Office,10,0.12,Low flat,400,100,0,1,0.92,0.5,24,12,-513932.8354,-511898.7547,2034.080682,-134927.6761,-123554.0516,11373.6245,13407.70518,-15943.3505,17977.43118,2034.080682,0,13407.70518,0.02473,-24235,,
216,CA_San.Francisco.Intl,Office,10,0.12,Low flat,500,125,0,1,0.92,0.5,24,12,-513932.8354,-511772.1723,2160.663028,-134927.6761,-121712.048,13215.62807,15376.2911,-20022.20689,22182.86992,2160.663028,0,15376.2911,0.01339,-39286.499,,
217,CA_San.Francisco.Intl,Office,10,0.12,Low flat,600,150,0,1,0.92,0.5,24,12,-513932.8354,-511631.5753,2301.260044,-134927.6761,-120066.5988,14861.07721,17162.33725,-24105.22507,26406.48511,2301.260044,0,17162.33725,0.00395,-55719.08,,
218,CA_San.Francisco.Intl,Office,10,0.12,Low flat,700,175,0,1,0.92,0.5,24,12,-513932.8354,-511512.7143,2420.121104,-134927.6761,-118607.3147,16320.36135,18740.48245,-28187.56603,30607.68713,2420.121104,-5.36E-17,18740.48245,-0.00466,-73753.873,,
219,CA_San.Francisco.Intl,Office,10,0.12,Low flat,800,200,0,1,0.92,0.5,24,12,-513932.8354,-511434.9163,2497.919058,-134927.6761,-117266.1747,17661.50138,20159.42044,-32270.68351,34768.60257,2497.919058,2.36E-14,20159.42044,-0.01259,-93127.973,,
220,CA_San.Francisco.Intl,Office,10,0.12,Low flat,900,225,0,1,0.92,0.5,24,12,-513932.8354,-511373.3154,2559.519915,-134927.6761,-116071.3398,18856.33627,21415.85618,-36363.77332,38923.29324,2559.519915,1.60E-05,21415.8562,-0.02015,-113944.901,,
221,CA_San.Francisco.Intl,Office,10,0.12,Low flat,1000,250,0,1,0.92,0.5,24,12,-513932.8354,-511320.4912,2612.34412,-134927.6761,-114922.0689,20005.60715,22617.95127,-40459.09207,43071.43619,2612.34412,4.07E-05,22617.95131,-0.02692,-135475.456,,
222,CA_San.Francisco.Intl,Office,10,0.12,Low flat,1200,300,0,1,0.92,0.5,24,12,-513932.8354,-511287.6799,2645.155507,-134927.6761,-112635.9668,22291.70929,24936.8648,-48672.1064,51317.26191,2645.155507,-5.51E-14,24936.8648,-0.03829,-180029.332,,
223,CA_San.Francisco.Intl,Office,10,0.12,Low flat,1500,375,0,1,0.92,0.5,24,12,-513932.8354,-511561.0105,2371.824844,-134927.6761,-109242.7986,25684.87748,28056.70232,-60418.39031,62790.21516,2371.824844,82.89381443,28139.59614,-0.05165,-249244.928,,
224,CA_San.Francisco.Intl,Office,10,0.12,Low flat,2000,500,0,1,0.92,0.5,24,12,-513932.8354,-512945.3997,987.4356224,-134927.6761,-103765.666,31162.01006,32149.44568,-77676.53588,78663.9715,987.4356224,487.8155792,32637.26126,-0.06918,-371313.93,,
225,CA_San.Francisco.Intl,Office,10,0,None,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4938,780.341572,-134927.6761,-128976.3181,5951.357937,6731.699509,-3991.315457,4771.657029,780.341572,0,6731.699509,0.13858,15285.245,,
226,CA_San.Francisco.Intl,Office,10,0,None,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4938,780.341572,-134927.6761,-128976.3181,5951.357937,6731.699509,-3991.315457,4771.657029,780.341572,0,6731.699509,0.13858,15285.245,,
227,CA_San.Francisco.Intl,Office,10,0,None,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4938,780.341572,-134927.6761,-128976.3181,5951.357937,6731.699509,-3991.315457,4771.657029,780.341572,0,6731.699509,0.13858,15285.245,15.60683144,7.80341572
228,CA_San.Francisco.Intl,Office,10,0,None,200,100,0,1,0.92,0.5,24,12,-513932.8354,-512677.3799,1255.455445,-134927.6761,-125714.1435,9213.532594,10468.98804,-7927.362175,9182.81762,1255.455445,0,10468.98804,0.09134,11679.848,12.55455445,6.277277223
229,CA_San.Francisco.Intl,Office,10,0,None,300,150,0,1,0.92,0.5,24,12,-513932.8354,-512268.0476,1664.787744,-134927.6761,-123712.2117,11215.46437,12880.25212,-11915.51974,13580.30748,1664.787744,0,12880.25212,0.05946,-290.952,11.09858496,5.549292479
230,CA_San.Francisco.Intl,Office,10,0,None,400,200,0,1,0.92,0.5,24,12,-513932.8354,-511970.6252,1962.210181,-134927.6761,-122256.2549,12671.42114,14633.63132,-15947.55098,17909.76116,1962.210181,0,14633.63132,0.03652,-16412.107,9.811050907,4.905525454
231,CA_San.Francisco.Intl,Office,10,0,None,500,250,0,1,0.92,0.5,24,12,-513932.8354,-511770.9552,2161.880181,-134927.6761,-120914.3654,14013.31069,16175.19087,-20010.60975,22172.48993,2161.880181,0,16175.19087,0.02003,-34071.932,8.647520722,4.323760361
232,CA_San.Francisco.Intl,Office,10,0,None,600,300,0,1,0.92,0.5,24,12,-513932.8354,-511639.9195,2292.915847,-134927.6761,-119640.9822,15286.69388,17579.60973,-24107.11902,26400.03487,2292.915847,0,17579.60973,0.00708,-52918.309,7.643052823,3.821526411
233,CA_San.Francisco.Intl,Office,10,0,None,700,350,0,1,0.92,0.5,24,12,-513932.8354,-511529.4392,2403.396156,-134927.6761,-118426.6226,16501.05344,18904.44959,-28181.89547,30585.29162,2403.396156,0,18904.44959,-0.00353,-72620.754,6.866846161,3.433423081
234,CA_San.Francisco.Intl,Office,10,0,None,800,400,0,1,0.92,0.5,24,12,-513932.8354,-511439.7856,2493.049749,-134927.6761,-117243.4217,17684.25439,20177.30414,-32271.07462,34764.12437,2493.049749,0,20177.30414,-0.01247,-93000.087,6.232624373,3.116312186
235,CA_San.Francisco.Intl,Office,10,0,None,900,450,0,1,0.92,0.5,24,12,-513932.8354,-511372.9432,2559.892186,-134927.6761,-116071.3398,18856.33627,21416.22846,-36363.85432,38923.74651,2559.892186,0,21416.22846,-0.02015,-113942.132,5.688649302,2.844324651
236,CA_San.Francisco.Intl,Office,10,0,None,1000,500,0,1,0.92,0.5,24,12,-513932.8354,-511328.7826,2604.052741,-134927.6761,-114922.0689,20005.60715,22609.65989,-40469.74328,43073.79602,2604.052741,0,22609.65989,-0.02696,-135540.025,5.208105481,2.604052741
237,CA_San.Francisco.Intl,Office,10,0,None,2000,1000,0,1,0.92,0.5,24,12,-513932.8354,-512474.1907,1458.644647,-134927.6761,-103765.666,31162.01006,32620.65471,-77717.02464,79175.66928,1458.644647,0,32620.65471,-0.06924,-371446.543,1.458644647,0.729322324
238,CA_San.Francisco.Intl,Office,10,0.10531,Retail,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4938,780.341572,-134927.6761,-128976.3181,5951.357937,6731.699509,-3991.315457,4771.657029,780.341572,0,6731.699509,0.13858,15285.245,15.60683144,7.80341572
239,CA_San.Francisco.Intl,Office,10,0.10531,Retail,200,100,0,1,0.92,0.5,24,12,-513932.8354,-512677.3799,1255.455445,-134927.6761,-125714.1435,9213.532594,10468.98804,-7927.362175,9182.81762,1255.455445,0,10468.98804,0.09134,11679.848,12.55455445,6.277277223
240,CA_San.Francisco.Intl,Office,10,0.10531,Retail,300,150,0,1,0.92,0.5,24,12,-513932.8354,-512268.0476,1664.787744,-134927.6761,-123712.2117,11215.46437,12880.25212,-11915.51974,13580.30748,1664.787744,0,12880.25212,0.05946,-290.952,11.09858496,5.549292479
241,CA_San.Francisco.Intl,Office,10,0.10531,Retail,400,200,0,1,0.92,0.5,24,12,-513932.8354,-511970.6252,1962.210181,-134927.6761,-122256.2549,12671.42114,14633.63132,-15947.55098,17909.76116,1962.210181,0,14633.63132,0.03652,-16412.107,9.811050907,4.905525454
242,CA_San.Francisco.Intl,Office,10,0.10531,Retail,500,250,0,1,0.92,0.5,24,12,-513932.8354,-511777.5433,2155.292066,-134927.6761,-120914.3654,14013.31069,16168.60276,-20010.60975,22165.90182,2155.292066,6.588114898,16175.19087,0.02003,-34071.932,8.621168263,4.310584131
243,CA_San.Francisco.Intl,Office,10,0.10531,Retail,600,300,0,1,0.92,0.5,24,12,-513932.8354,-511746.0964,2186.738942,-134927.6761,-119640.9822,15286.69388,17473.43283,-24107.11902,26293.85796,2186.738942,106.1769045,17579.60973,0.00708,-52918.309,7.289129808,3.644564904
244,CA_San.Francisco.Intl,Office,10,0.10531,Retail,700,350,0,1,0.92,0.5,24,12,-513932.8354,-511731.1627,2201.672694,-134927.6761,-118426.6226,16501.05344,18702.72613,-28181.89547,30383.56816,2201.672694,201.7234619,18904.44959,-0.00353,-72620.754,6.290493413,3.145246706
245,CA_San.Francisco.Intl,Office,10,0.10531,Retail,800,400,0,1,0.92,0.5,24,12,-513932.8354,-511928.2427,2004.592678,-134927.6761,-117243.4217,17684.25439,19688.84707,-32271.07462,34275.66729,2004.592678,488.4570713,20177.30414,-0.01247,-93000.087,5.011481695,2.505740847
246,CA_San.Francisco.Intl,Office,10,0.10531,Retail,900,450,0,1,0.92,0.5,24,12,-513932.8354,-513269.6018,663.2335284,-134927.6761,-116071.3398,18856.33627,19519.5698,-36363.85357,37027.0871,663.2335284,1896.658588,21416.22839,-0.02015,-113942.132,1.473852285,0.736926143
247,CA_San.Francisco.Intl,Office,10,0.10531,Retail,1000,500,0,1,0.92,0.5,24,12,-513932.8354,-514637.2166,-704.3812189,-134927.6761,-114922.0689,20005.60715,19301.22594,-40469.74328,39765.36207,-704.3812189,3308.433959,22609.65989,-0.02696,-135540.025,-1.408762438,-0.704381219
248,CA_San.Francisco.Intl,Office,10,0.10531,Retail,2000,1000,0,1,0.92,0.5,24,12,-513932.8354,-529341.038,-15408.20259,-134927.6761,-103765.666,31162.01006,15753.80747,-81488.18468,66079.98209,-15408.20259,17506.75865,33260.56612,-0.06684,-366336.459,-15.40820259,-7.704101297
249,CA_San.Francisco.Intl,Office,10,0.12,Low flat,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4938,780.341572,-134927.6761,-128976.3181,5951.357937,6731.699509,-3991.315457,4771.657029,780.341572,0,6731.699509,0.13858,15285.245,15.60683144,7.80341572
250,CA_San.Francisco.Intl,Office,10,0.12,Low flat,200,100,0,1,0.92,0.5,24,12,-513932.8354,-512677.3799,1255.455445,-134927.6761,-125714.1435,9213.532594,10468.98804,-7927.362175,9182.81762,1255.455445,0,10468.98804,0.09134,11679.848,12.55455445,6.277277223
251,CA_San.Francisco.Intl,Office,10,0.12,Low flat,300,150,0,1,0.92,0.5,24,12,-513932.8354,-512268.0476,1664.787744,-134927.6761,-123712.2117,11215.46437,12880.25212,-11915.51974,13580.30748,1664.787744,0,12880.25212,0.05946,-290.952,11.09858496,5.549292479
252,CA_San.Francisco.Intl,Office,10,0.12,Low flat,400,200,0,1,0.92,0.5,24,12,-513932.8354,-511970.6252,1962.210181,-134927.6761,-122256.2549,12671.42114,14633.63132,-15947.55098,17909.76116,1962.210181,-9.32E-15,14633.63132,0.03652,-16412.107,9.811050907,4.905525454
253,CA_San.Francisco.Intl,Office,10,0.12,Low flat,500,250,0,1,0.92,0.5,24,12,-513932.8354,-511865.7536,2067.081739,-134927.6761,-120914.3654,14013.31069,16080.39243,-20232.71631,22299.79805,2067.081739,113.2319214,16193.62435,0.02018,-33952.499,8.268326957,4.134163478
254,CA_San.Francisco.Intl,Office,10,0.12,Low flat,600,300,0,1,0.92,0.5,24,12,-513932.8354,-511779.1393,2153.696093,-134927.6761,-119640.9822,15286.69388,17440.38998,-24373.64689,26527.34298,2153.696093,183.3887214,17623.7787,0.00741,-52621.843,7.178986978,3.589493489
255,CA_San.Francisco.Intl,Office,10,0.12,Low flat,700,350,0,1,0.92,0.5,24,12,-513932.8354,-511713.0803,2219.755091,-134927.6761,-118426.6226,16501.05344,18720.80853,-28492.84465,30712.59974,2219.755091,253.5455214,18974.35405,-0.00304,-72137.669,6.342157403,3.171078702
256,CA_San.Francisco.Intl,Office,10,0.12,Low flat,800,400,0,1,0.92,0.5,24,12,-513932.8354,-511667.848,2264.987372,-134927.6761,-117243.4217,17684.25439,19949.24176,-32626.44511,34891.43248,2264.987372,323.7023214,20272.94408,-0.01185,-92316.165,5.66246843,2.831234215
